time,Q1,Q2,Q3
0.0,0.05247854545543551,1.0182300358525618,18.714244836526927
0.01,0.07155436941264673,0.8911490285196896,15.682435255152232
0.02,0.08725288908654934,0.8122134422275581,14.110747190682321
0.03,0.10341225613658873,0.7744393747381534,12.486495389356117
0.04,0.12214815866675235,0.7178338889495302,11.404837926176924
0.05,0.1390875210051577,0.6643919695086932,10.82149987695408
0.06,0.156734121829216,0.679128436514853,9.394734893491737
0.07,0.17322886623934217,0.6901781936450085,8.364086266969938
0.08,0.18811024093565548,0.6332388454798435,8.39498668956916
0.09,0.20235327258155836,0.6612381602921211,7.473634566536115
0.1,0.22303627676517515,0.6613698707133602,6.779225605393883
0.11,0.24157600988986666,0.6203017040562191,6.673339534785405
0.12,0.25015905660114474,0.6353621060511836,6.291619651775434
0.13,0.2788794862887829,0.6131381468514973,5.848238739681375
0.14,0.2804238895463884,0.6860410773852241,5.197983192807819
0.15,0.3190812035011773,0.6127926074941233,5.114288946069636
0.16,0.3122937794757809,0.6476211360713148,4.944423389252931
0.17,0.3392430672181704,0.6533153479414777,4.511969527616235
0.18,0.3463905696310728,0.683613242985728,4.223023252484033
0.19,0.3920014372753853,0.659732975694113,3.8667326763797663
0.2,0.3745798898292637,0.6716772949965482,3.974613236444716
0.21,0.40496638014784503,0.6755209887941425,3.6554612340282637
0.22,0.4106236903934967,0.7125107890252493,3.417940933389511
0.23,0.4032115926903723,0.7155208234400676,3.4661289261246924
0.24,0.45105972969531516,0.6873937812836352,3.225227438146378
0.25,0.49292603170337995,0.6823108697699617,2.973281001909397
0.26,0.4859223483532439,0.7117844058601497,2.8912434209844546
0.27,0.5047427708318515,0.7429649829139583,2.666622549272923
0.28,0.5186886990586328,0.6975434283080326,2.7638976880417427
0.29,0.5267553472635569,0.7199292835625564,2.636945827641271
0.3,0.5600382339124591,0.7214875801949775,2.4748761082941755
0.31,0.5382864208517623,0.7597145702938132,2.4453223662092323
0.32,0.5856205523933572,0.7387235480840425,2.311541777071989
0.33,0.5870325220375447,0.7356831448271781,2.3155119772396433
0.34,0.5978393283192515,0.8069198576829419,2.0729322844800286
0.35000000000000003,0.6161116294011671,0.7903000677507787,2.0537547194613843
0.36,0.6456190842105596,0.7742316568633564,2.000565226591827
0.37,0.626755342438933,0.7807164102351613,2.0436600125002595
0.38,0.6215808526094344,0.8125094428174671,1.980039960761179
0.39,0.6996541079052672,0.7676122719917491,1.8619786732490637
0.4,0.6801478216830545,0.7941363069286832,1.8514058712098789
0.41000000000000003,0.7092902537000918,0.7789041490995362,1.8100559126886075
0.42,0.6882485984021443,0.8399601706199774,1.7298003126188195
0.43,0.7477125650144031,0.8469197600368066,1.579148802620002
0.44,0.7886106454099356,0.8036284058093472,1.5779094799051194
0.45,0.8081924321307095,0.8085526191137834,1.5303012476622992
0.46,0.7832556652416937,0.836617550873798,1.5260525329874206
0.47000000000000003,0.7583501424376188,0.8594146624261859,1.5343607076703634
0.48,0.7992400104454194,0.8941792844016729,1.3992592253706602
0.49,0.8324648514346205,0.8476830269338551,1.4171003552949657
0.5,0.8141823789363136,0.8621408239930438,1.4246234569693241
0.51,0.8396066430848139,0.857317977397884,1.3892557506854606
0.52,0.8550790370237784,0.8670238818655503,1.3488469690770624
0.53,0.8758482526601024,0.8654863315278455,1.319200838219681
0.54,0.8842101547300638,0.8937267530454298,1.2654347118584304
0.55,0.9093401576174761,0.90092811472394,1.2206284541085244
0.56,0.9410227315597847,0.9054730804723847,1.1736114614702464
0.5700000000000001,0.8979646463217034,0.9108171538485074,1.2226708557940018
0.58,0.9661128842090326,0.8889393015527799,1.164394159800018
0.59,0.9386064431808655,0.8885766350384388,1.19900661594758
0.6,0.9498477257882699,0.9334314713960817,1.1278817600830338
0.61,0.9912506230896734,0.9293766422182456,1.0854873668656657
0.62,0.975959735081891,0.9435800387901744,1.085898803550365
0.63,0.9508180207992197,0.9630844553293121,1.092039185849503
0.64,0.9941451168639285,1.0112526712023089,0.9946963734326222
0.65,1.0402869731318736,0.9390496028587286,1.0236660651398264
0.66,1.0466065739091144,0.9794794760862524,0.9754863606986748
0.67,1.0413149095443777,0.9917720015677294,0.9682913888930247
0.68,1.0881870783685073,0.9391176762192297,0.9785351271104226
0.6900000000000001,1.0782866628588228,0.9731187473024963,0.9530154186712182
0.7000000000000001,1.0459484032465833,0.9564178333536788,0.9996364265918867
0.71,1.057883056325623,1.019924074207512,0.9268180768424069
0.72,1.0643283025141335,1.0040732206391423,0.9357482092887931
0.73,1.0481354719408014,1.019911869664381,0.9354486118910639
0.74,1.0975978442988426,1.00510941390611,0.9064490830175336
0.75,1.1404377380275459,0.9654857586686053,0.9082021963160845
0.76,1.1162080424491614,1.0498733243117009,0.8533318419113066
0.77,1.1149440485038435,1.0125531889182005,0.8857865480433765
0.78,1.159035305001224,1.0313630960846822,0.8365496991647416
0.79,1.17809338395831,1.056635142964725,0.8033323051797825
0.8,1.144132463237564,1.0369350134943776,0.8428924279980173
0.81,1.1743450934575537,1.0302385798386218,0.8265449053305907
0.8200000000000001,1.151181642857194,1.0915531515188375,0.7958134164566902
0.8300000000000001,1.2279179575777022,1.0372103469830882,0.7851702009336783
0.84,1.2003898353915883,1.0784963992188736,0.7724297483285062
0.85,1.2249474096821813,1.0950589942575641,0.7454955230722484
0.86,1.2175871785193733,1.0684430323572593,0.7686852763433555
0.87,1.210743354658122,1.032297823031129,0.8000974651373352
0.88,1.2131239422136209,1.045100589700205,0.7887452069843529
0.89,1.2333567184586327,1.0719454115015208,0.7563775437468371
0.9,1.1904685980108594,1.1371709993848287,0.7386798975039182
0.91,1.237094866640523,1.040713126920477,0.7767226372891766
0.92,1.28746817487076,1.059265114281155,0.7332614073600081
0.93,1.2410971284687526,1.1008750163414924,0.7319075268441219
0.9400000000000001,1.2494375772253978,1.1683039444244723,0.6850615513337558
0.9500000000000001,1.2735680481877976,1.0837384525058962,0.7245249777726966
0.96,1.2482551369915866,1.0986518307594966,0.7291830322181118
0.97,1.2363890380041251,1.1374459533510717,0.7110728291958995
0.98,1.3141192056999762,1.1228456953261567,0.6777119742791832
0.99,1.3075217309795235,1.1591692974088015,0.659787699761012
1.0,1.330411790183294,1.1126304560301858,0.6755585133648859
1.01,1.314934566216807,1.0835990840572391,0.7018224053311577
1.02,1.3049556140497771,1.1592799660886632,0.6610220233295526
1.03,1.3493871444158518,1.1252596420054994,0.658583261783149
1.04,1.3223118527956537,1.1310972249983526,0.6685996921015797
1.05,1.39267422914845,1.1160880319341098,0.6433569689105827
1.06,1.3195305509232866,1.0907283922899416,0.6948065948191645
1.07,1.3605385090358777,1.1124377607110147,0.6607138933259826
1.08,1.2824184638385314,1.1705812938793578,0.6661448244838964
1.09,1.3546798163420908,1.1443362910575055,0.6450741942285765
1.1,1.3328885494177491,1.2233899551601433,0.6132552186402696
1.11,1.3822505090530854,1.1023835839784897,0.6562669055801715
1.12,1.3683458238361865,1.151713906918177,0.6345407505619676
1.1300000000000001,1.3707536526144883,1.1351816016986567,0.6426510840254498
1.1400000000000001,1.4355296563465163,1.1451993629543087,0.6082844764235728
1.1500000000000001,1.3666296193898433,1.156577513233325,0.6326658993285179
1.16,1.3765543054762983,1.1862184820164117,0.6124095641411115
1.17,1.436882108636677,1.1670302770455405,0.5963438426148789
1.18,1.4024060259906392,1.1932817461958172,0.5975623597122103
1.19,1.3792022625885245,1.1485236495342037,0.6312946324320796
1.2,1.460352841310339,1.0879570662010978,0.6294053683308612
1.21,1.3982081098485244,1.2116499566009657,0.5902704091173443
1.22,1.368170836842598,1.154455053394627,0.6331150564967961
1.23,1.4573401782316486,1.1674471500154704,0.5877624434861018
1.24,1.447105805223537,1.1377465179171646,0.6073712060173896
1.25,1.4417410605100875,1.1099573942606904,0.62489409969003
1.26,1.4570043383663842,1.114991977738135,0.6155557782170006
1.27,1.408473009895764,1.1992135002728994,0.5920453328130032
1.28,1.4591549933087884,1.128799179374267,0.6071302742873306
1.29,1.4642756716204552,1.1656031777411027,0.585903956101655
1.3,1.483820928085244,1.1442140854486078,0.5889944711910732
1.31,1.4591538498353138,1.2095729911877977,0.5665872977013836
1.32,1.4470738669052825,1.246429762701848,0.5544233194736143
1.33,1.4170702849572734,1.2236001470155908,0.5767254123771204
1.34,1.43735250430061,1.2154537819094764,0.5723982017800924
1.35,1.4802096226636163,1.1952236894573187,0.5652330978287109
1.36,1.4279275709878858,1.2077452823888506,0.5798537511814498
1.37,1.5006927336882767,1.2317475888472695,0.5409865894405262
1.3800000000000001,1.4956598632412255,1.2133369682694668,0.551043305595803
1.3900000000000001,1.3984186390686646,1.2184828668960621,0.5868719724121835
1.4000000000000001,1.488219592220061,1.2746106162958584,0.5271757819698976
1.41,1.3910807836917032,1.3090860269568148,0.5491354252758074
1.42,1.4720988994269402,1.2634574755136612,0.5376533827964073
1.43,1.522565331083516,1.1880945780809764,0.5528063834877481
1.44,1.4621736187799623,1.2802015937035418,0.5342231362291003
1.45,1.4521338269905009,1.2307317655002497,0.5595384657903169
1.46,1.4808670430582875,1.2145101627603991,0.5560102256559314
1.47,1.5408243203595553,1.2095681196891621,0.5365578381953046
1.48,1.482752065147454,1.2029558069979274,0.5606370429074178
